"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,87,"None","A",1,0,0,0,0,0,0,0,,
1,87,"None","A",2,0,0,0,0,0,0,0,,
1,87,"None","A",3,0,0,0,0,0,0,0,,
1,87,"None","A",4,0,0,0,0,0,0,0,,
1,87,"None","A",5,0,0,0,0,0,0,0,,
1,87,"None","A",6,0,0,0,0,0,0,0,,
1,87,"None","A",7,0,0,0,0,0,0,0,,
1,87,"None","A",8,0,0,0,0,0,0,0,,
1,87,"None","A",9,0,0,0,0,0,0,0,,
1,87,"None","A",10,0,0,0,0,0,0,0,,
1,87,"None","A",11,13,0.8462,252.0769231,1.1,253,253,249,,
1,87,"None","A",12,0,0,0,0,0,0,0,,
1,87,"None","A",13,816,0.9522,252.6486928,0.5,253,253,250,,
1,87,"None","A",14,0,0,0,0,0,0,0,,
1,87,"None","A",15,0,0,0,0,0,0,0,,
1,87,"None","A",16,0,0,0,0,0,0,0,,
1,87,"None","A",17,0,0,0,0,0,0,0,,
1,87,"None","A",18,0,0,0,0,0,0,0,,
1,87,"None","A",19,523,0.9426,251.4231995,1.1,253,253,247,,
1,87,"None","A",20,233,0.9785,249.5937053,1.7,252,252,243,,
1,87,"None","A",21,0,0,0,0,0,0,0,,
1,87,"None","A",22,0,0,0,0,0,0,0,,
1,87,"None","A",23,0,0,0,0,0,0,0,,
1,87,"None","A",24,0,0,0,0,0,0,0,,
1,87,"None","B",1,0,0,0,0,0,0,0,,
1,87,"None","B",2,0,0,0,0,0,0,0,,
1,87,"None","B",3,0,0,0,0,0,0,0,,
1,87,"None","B",4,456,0.9518,244.9495614,2.3,249,249,236,,
1,87,"None","B",5,0,0,0,0,0,0,0,,
1,87,"None","B",6,0,0,0,0,0,0,0,,
1,87,"None","B",7,0,0,0,0,0,0,0,,
1,87,"None","B",8,431,0.9466,252.778809,0.2,253,253,251,,
1,87,"None","B",9,0,0,0,0,0,0,0,,
1,87,"None","B",10,0,0,0,0,0,0,0,,
1,87,"None","B",11,0,0,0,0,0,0,0,,
1,87,"None","B",12,0,0,0,0,0,0,0,,
1,87,"None","B",13,0,0,0,0,0,0,0,,
1,87,"None","B",14,0,0,0,0,0,0,0,,
1,87,"None","B",15,84,0.9167,251.0674603,1.1,253,253,246,,
1,87,"None","B",16,0,0,0,0,0,0,0,,
1,87,"None","B",17,0,0,0,0,0,0,0,,
1,87,"None","B",18,0,0,0,0,0,0,0,,
1,87,"None","B",19,565,0.9522,250.239528,1.4,253,253,244,,
1,87,"None","B",20,23,0.7391,249.6811594,1.8,253,252,243,,
1,87,"None","B",21,0,0,0,0,0,0,0,,
