"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,80,"None","A",1,386,0.9482,251.9723661,0.4,253,254,248,,
1,80,"None","A",2,327,0.948,252.138634,0.5,253,253,248,,
1,80,"None","A",3,294,0.949,252.0102041,0.6,253,253,248,,
1,80,"None","A",4,284,0.993,252.306338,0,253,254,249,,
1,80,"None","A",5,280,0.9464,252.5035714,0.5,253,253,250,,
1,80,"None","A",6,288,0.9653,252.6493056,0.4,253,253,250,,
1,80,"None","A",7,213,0.9249,251.1815336,0.7,252,252,248,,
1,80,"None","A",8,219,0.9132,252.0243531,0.3,253,253,248,,
1,80,"None","A",9,266,0.9323,251.6641604,0.2,252,253,249,,
1,80,"None","A",10,258,0.9302,252.6098191,0.4,253,253,250,,
1,80,"None","A",11,284,0.9577,252.5446009,0.4,253,253,250,,
1,80,"None","A",12,273,0.9341,252.5543346,0.3,253,253,250,,
1,80,"None","A",13,261,0.9234,252.7688378,0.4,253,253,250,,
1,80,"None","A",14,267,0.9101,252.4918851,0.7,253,253,249,,
1,80,"None","A",15,296,0.9358,252.7027027,0.4,253,253,250,,
1,80,"None","A",16,299,0.9197,251.5273133,0.3,252,253,248,,
1,80,"None","A",17,263,0.9278,251.3346008,0.3,252,253,248,,
1,80,"None","A",18,274,0.9672,251.9890511,0.3,253,253,248,,
1,80,"None","A",19,211,0.9621,251.5450237,0.7,253,253,247,,
1,80,"None","A",20,298,0.9329,251.9384787,0.8,253,254,247,,
1,80,"None","A",21,260,0.9654,250.5435897,0.8,252,253,245,,
1,80,"None","A",22,266,0.9624,247.4899749,1.1,249,250,242,,
1,80,"None","A",23,303,0.9538,247.1672167,1.1,249,249,242,,
1,80,"None","A",24,322,0.9596,248.0320911,0.7,250,251,242,,
1,80,"None","B",1,315,0.9302,252.0814815,0.3,253,254,248,,
1,80,"None","B",2,256,0.9648,249.875,0.2,251,252,246,,
1,80,"None","B",3,238,0.9328,252.0308123,0.5,253,253,249,,
1,80,"None","B",4,216,0.9398,251.9305556,0.4,253,253,248,,
1,80,"None","B",5,213,0.939,252.0485133,-0.2,252,253,249,,
1,80,"None","B",6,210,0.9476,252.3365079,0.1,253,253,249,,
1,80,"None","B",7,156,0.9038,251.8782051,0.4,253,253,249,,
1,80,"None","B",8,247,0.915,250.4345479,0.2,251,251,248,,
1,80,"None","B",9,213,0.9249,252.3348983,0.1,253,253,250,,
1,80,"None","B",10,211,0.9289,252.5481833,0.1,253,253,250,,
1,80,"None","B",11,224,0.9241,252.625,0.3,253,253,250,,
1,80,"None","B",12,224,0.9152,251.2142857,0.2,252,252,249,,
1,80,"None","B",13,219,0.9269,252.2861492,0.3,253,253,249,,
1,80,"None","B",14,218,0.9266,251.3165138,0.5,252,252,248,,
1,80,"None","B",15,237,0.9241,252.3347398,0.3,253,253,249,,
1,80,"None","B",16,233,0.9313,252.5221745,0.2,253,253,250,,
1,80,"None","B",17,200,0.9,250.5433333,0.4,251,252,247,,
1,80,"None","B",18,206,0.966,250.7718447,0.6,252,252,247,,
1,80,"None","B",19,232,0.9569,250.8218391,0.9,252,252,247,,
1,80,"None","B",20,225,0.92,250.7007407,0.6,252,252,246,,
1,80,"None","B",21,195,0.959,249.9247863,0.7,251,252,245,,
1,80,"None","B",22,198,0.9444,248.6784512,0.7,250,251,244,,
1,80,"None","B",23,235,0.9574,246.8964539,1,249,249,241,,
1,80,"None","B",24,304,0.9112,244.2565789,1.2,246,247,238,,
1,80,"None","C",1,219,0.968,250.2800609,0.2,251,252,246,,
1,80,"None","C",2,160,0.9438,251.6729167,-0.3,252,253,248,,
1,80,"None","C",3,139,0.8849,251.5131894,0.1,252,253,247,,
1,80,"None","C",4,124,0.8871,251.6505376,0.4,253,253,248,,
1,80,"None","C",5,187,0.8984,252.3868093,0.1,253,253,249,,
1,80,"None","C",6,137,0.9124,252.0583942,0.3,253,253,248,,
1,80,"None","C",7,160,0.875,252.2729167,0.6,253,253,249,,
1,80,"None","C",8,173,1,252.026975,0.4,253,253,249,,
1,80,"None","C",9,145,0.9241,252.0643678,0.4,253,253,249,,
1,80,"None","C",10,151,0.8874,252.4172185,0,253,254,249,,
1,80,"None","C",11,172,0.9186,252.5775194,0.2,253,254,250,,
1,80,"None","C",12,173,0.9133,251.9421965,-0.4,252,253,249,,
1,80,"None","C",13,200,0.885,250.87,-0.3,251,252,248,,
1,80,"None","C",14,210,0.9238,251.0746032,0.4,252,252,248,,
1,80,"None","C",15,137,0.8905,252.1046229,0.2,253,254,248,,
1,80,"None","C",16,130,0.9077,251.9794872,0.2,253,253,248,,
1,80,"None","C",17,149,0.9195,251.7583893,0.5,253,253,248,,
1,80,"None","C",18,157,0.8981,251.8598726,0.4,253,254,248,,
1,80,"None","C",19,169,0.9349,250.2366864,0.8,252,252,246,,
1,80,"None","C",20,161,0.8944,251.242236,0.6,253,253,246,,
1,80,"None","C",21,140,0.8857,250.9428571,0.9,253,253,246,,
1,80,"None","C",22,173,0.9769,249.5414258,1.1,252,252,244,,
1,80,"None","C",23,219,0.9452,246.2283105,1.1,248,249,240,,
1,80,"None","C",24,258,0.9729,245.7700258,1.1,248,249,239,,
1,80,"None","D",1,208,0.9519,250.4423077,0.5,252,252,246,,
1,80,"None","D",2,175,0.8914,251.7295238,0.2,253,253,248,,
1,80,"None","D",3,141,0.8723,250.0732861,0.3,251,251,247,,
1,80,"None","D",4,138,0.9565,251.8816425,0.1,253,253,248,,
1,80,"None","D",5,131,0.9313,250.2086514,0.8,251,251,247,,
