"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,56,"None","A",1,282,0.9362,243.2458629,0.6,244,245,239,2,
1,56,"None","A",2,262,0.9504,238.6832061,1,240,240,234,,
1,56,"None","A",3,237,0.9367,251.0632911,0.6,252,253,247,,
1,56,"None","A",4,261,0.9464,248.2145594,0.8,250,250,244,,
1,56,"None","A",5,264,0.928,244.739899,1,246,246,241,,
1,56,"None","A",6,262,0.9198,248.3765903,0.7,250,250,244,,
1,56,"None","A",7,200,0.88,243.2066667,1.4,245,244,239,,
1,56,"None","A",8,207,0.9275,247.0177134,0.9,248,249,242,,
1,56,"None","A",9,222,0.9099,248.8888889,0.5,250,250,245,,
1,56,"None","A",10,229,0.9127,247.7365357,0.5,249,249,243,,
1,56,"None","A",11,246,0.9512,244.4214092,0.6,245,245,241,,
1,56,"None","A",12,244,0.959,250.3046448,0.8,251,251,247,,
1,56,"None","A",13,234,0.9701,247.9757835,1.3,249,249,244,,
1,56,"None","A",14,241,0.9544,244.9709544,1,246,246,241,,
1,56,"None","A",15,250,0.932,247.3106667,0.7,248,249,243,,
1,56,"None","A",16,258,0.969,247.2054264,0.9,249,249,243,,
1,56,"None","A",17,226,0.9469,244.179941,0.9,246,246,240,,
1,56,"None","A",18,230,0.9348,243.0130435,1,245,245,238,,
1,56,"None","A",19,161,0.9317,235.931677,1.5,238,238,230,,
1,56,"None","A",20,211,0.9147,244.7251185,1.1,246,246,240,,
1,56,"None","A",21,197,0.9036,245.2758037,1.2,247,247,240,,
1,56,"None","A",22,196,0.9388,246.7568027,1.1,249,249,242,,
1,56,"None","A",23,226,0.9204,245.019174,1.5,247,247,239,,
1,56,"None","A",24,238,0.9748,245.267507,1.3,247,248,239,,
1,56,"None","B",1,259,0.9421,241.4465894,0.8,243,243,237,,
1,56,"None","B",2,218,0.9266,241.6559633,0.8,243,243,237,,
1,56,"None","B",3,216,0.9444,237.8703704,0.6,239,240,233,,
1,56,"None","B",4,206,0.932,244.7200647,1.1,246,246,240,,
1,56,"None","B",5,209,0.9282,248.4832536,0.8,250,250,244,,
1,56,"None","B",6,213,0.9061,246.4131455,0.8,248,248,243,,
1,56,"None","B",7,126,0.9762,246.2328042,0.4,247,248,243,,
1,56,"None","B",8,219,0.968,249.7671233,0.5,251,251,246,,
1,56,"None","B",9,206,0.932,249.8592233,0.4,251,251,246,,
1,56,"None","B",10,184,0.9076,249.6014493,0.5,250,251,246,,
1,56,"None","B",11,223,0.9193,246.7802691,0.4,248,248,243,,
1,56,"None","B",12,217,0.9263,240.6175115,0.6,242,242,237,,
1,56,"None","B",13,203,0.9113,243.546798,0.4,244,245,240,,
1,56,"None","B",14,209,0.9282,243.9059011,0.6,245,245,240,,
1,56,"None","B",15,214,0.9299,251.1386293,0.5,252,253,247,,
1,56,"None","B",16,209,0.9282,242.5374801,1.4,244,244,238,,
1,56,"None","B",17,197,0.9188,240.7225042,1.6,242,242,236,,
1,56,"None","B",18,192,0.9271,241.4809028,1,243,243,237,,
1,56,"None","B",19,191,0.9215,236.2722513,1,238,238,232,,
1,56,"None","B",20,184,0.9565,243.6449275,1.6,246,245,239,,
1,56,"None","B",21,169,0.9763,233.8560158,1.2,236,235,229,,
1,56,"None","B",22,183,0.9454,240.6703097,1.6,243,243,235,,
1,56,"None","B",23,162,0.9444,240.9074074,1.5,243,243,235,,
1,56,"None","B",24,205,0.9463,239.4373984,1.5,242,241,234,2,
1,56,"None","C",1,206,0.9369,241.8770227,1,244,244,237,,
1,56,"None","C",2,220,0.9545,238.0666667,0.9,240,240,233,,
1,56,"None","C",3,150,0.92,244.9355556,0.8,247,247,239,,
1,56,"None","C",4,127,0.9449,247.7532808,0.8,249,250,243,,
1,56,"None","C",5,171,0.8947,249.0214425,0.8,250,251,244,,
1,56,"None","C",6,203,0.9163,247.137931,0.8,248,249,243,,
1,56,"None","C",7,164,0.9634,246.004065,0.3,247,248,242,,
1,56,"None","C",8,158,0.9367,245.7594937,0.9,247,247,242,,
1,56,"None","C",9,140,0.9,245.0214286,0.4,246,246,241,,
1,56,"None","C",10,141,0.9574,246.8605201,0.2,248,248,243,,
1,56,"None","C",11,164,0.9756,244.5406504,0.6,246,246,240,,
1,56,"None","C",12,154,0.9286,243.8874459,0.6,245,245,240,,
1,56,"None","C",13,124,0.9274,244.1370968,0.4,245,246,240,,
1,56,"None","C",14,145,0.931,241.6712644,0.8,243,243,237,,
1,56,"None","C",15,119,0.9076,245.7170868,0.9,247,247,241,,
1,56,"None","C",16,118,0.9407,238.8644068,1,240,241,234,,
1,56,"None","C",17,110,0.9182,245.1939394,1.1,247,247,241,,
1,56,"None","C",18,116,0.8707,241.1063218,1.1,243,243,236,,
1,56,"None","C",19,138,0.913,239.089372,1,241,241,234,,
1,56,"None","C",20,141,0.9007,240.820331,1.2,243,243,235,,
1,56,"None","C",21,121,0.9421,245.4545455,1.5,247,247,240,,
1,56,"None","C",22,114,0.9123,233.9824561,1.5,236,236,228,,
1,56,"None","C",23,135,0.9037,240.3037037,1.9,243,243,234,,
1,56,"None","C",24,135,0.9333,250.0592593,1.8,252,252,245,2,
1,56,"None","D",1,155,0.929,245.7634409,1.3,247,247,241,2,
1,56,"None","D",2,127,0.937,239.4199475,1.3,242,242,233,,
1,56,"None","D",3,125,0.888,241.5386667,0.9,243,244,236,,
1,56,"None","D",4,129,0.9457,245.5839793,1,248,248,240,,
1,56,"None","D",5,138,0.9275,252.0990338,0.9,254,254,247,,
1,56,"None","D",6,129,0.9302,242.1757106,0.9,244,244,237,,
1,56,"None","D",7,147,0.9456,248.7573696,0.9,250,250,244,,
1,56,"None","D",8,154,0.9221,245.4502165,0.8,247,247,242,,
1,56,"None","D",9,165,0.9152,250.8747475,0.6,252,252,247,,
1,56,"None","D",10,136,0.9559,250.2916667,1.1,252,252,246,,
1,56,"None","D",11,156,0.9231,247.1709402,0.6,248,249,243,,
1,56,"None","D",12,156,0.9295,248.4230769,0.7,250,250,244,,
