"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,62,"None","A",1,504,0.9921,252.853836,0.2,253,253,251,,
1,62,"None","A",2,391,0.9693,252.5515772,0.1,253,253,251,,
1,62,"None","A",3,293,0.9659,252.3913538,0.4,253,253,250,,
1,62,"None","A",4,292,0.9863,252.4611872,0.1,253,253,250,,
1,62,"None","A",5,296,0.9459,252.4155405,0.3,253,253,250,,
1,62,"None","A",6,282,0.9433,252.536643,0.1,253,253,251,,
1,62,"None","A",7,257,0.9533,252.2477302,0.1,253,253,250,,
1,62,"None","A",8,348,0.9195,252.954023,0.1,253,253,251,,
1,62,"None","A",9,348,0.9425,252.5957854,0.3,253,253,251,,
1,62,"None","A",10,268,0.9776,252.39801,0.2,253,253,250,,
1,62,"None","A",11,311,0.9518,252.6066452,0,253,253,251,,
1,62,"None","A",12,306,0.9314,252.5610022,-0.1,252,253,251,,
1,62,"None","A",13,245,0.9306,252.1537415,0.3,252,253,250,,
1,62,"None","A",14,244,0.9262,252.3647541,0.2,253,253,250,,
1,62,"None","A",15,349,0.9398,252.7745941,0,253,253,251,,
1,62,"None","A",16,345,0.9565,252.6811594,0.2,253,253,251,,
1,62,"None","A",17,256,0.9375,252.1705729,0.2,253,253,250,,
1,62,"None","A",18,263,0.9354,252.2319392,0,252,253,250,,
1,62,"None","A",19,270,0.9481,252.1049383,0.4,253,253,249,,
1,62,"None","A",20,353,0.9688,252.3531634,0.2,253,253,250,,
1,62,"None","A",21,273,0.956,251.9438339,0.4,253,253,249,,
1,62,"None","A",22,346,0.9711,251.9980732,0.4,253,253,249,,
1,62,"None","A",23,393,0.9771,252.2408821,0.2,253,253,249,,
1,62,"None","A",24,440,0.9841,252.0893939,0.2,253,253,249,,
1,62,"None","B",1,418,0.9593,252.777512,0.3,253,253,251,,
1,62,"None","B",2,324,0.966,252.4259259,0,253,253,250,,
1,62,"None","B",3,229,0.9563,252.2532751,-0.3,252,253,250,,
1,62,"None","B",4,225,0.9733,252.3511111,-0.1,252,253,250,,
1,62,"None","B",5,223,0.9507,252.2391629,0.1,252,253,250,,
1,62,"None","B",6,223,0.9193,252.2571001,0.2,253,253,250,,
1,62,"None","B",7,212,0.9528,252.5031447,0.1,253,253,251,,
1,62,"None","B",8,260,0.9654,252.5961538,0.1,253,253,251,,
1,62,"None","B",9,208,0.9471,252.3477564,0.2,253,253,250,,
1,62,"None","B",10,209,0.9522,252.3971292,0,253,253,250,,
1,62,"None","B",11,249,0.9398,252.3601071,0,252,253,250,,
1,62,"None","B",12,255,0.949,252.4901961,0.1,253,253,251,,
1,62,"None","B",13,202,0.9455,251.7508251,0,252,253,249,,
1,62,"None","B",14,200,0.91,252.2433333,0.1,252,253,250,,
1,62,"None","B",15,259,0.9653,252.5379665,-0.1,252,253,251,,
1,62,"None","B",16,261,0.9502,252.3652618,0.1,253,253,250,,
1,62,"None","B",17,200,0.905,252.15,0.3,253,253,250,,
1,62,"None","B",18,201,0.9005,252.2669983,0.3,253,253,249,,
1,62,"None","B",19,218,0.9404,252.2431193,0.6,253,253,249,,
1,62,"None","B",20,211,0.9242,251.957346,0.6,253,253,249,,
1,62,"None","B",21,227,0.9251,251.5095448,0.7,252,252,248,,
1,62,"None","B",22,235,0.9404,251.835461,0.6,253,253,248,,
1,62,"None","B",23,296,0.9257,251.8333333,0.7,253,253,248,,
1,62,"None","B",24,375,0.9413,251.9075556,0.7,253,253,248,,
1,62,"None","C",1,319,0.9592,252.4263323,0.1,253,253,250,,
1,62,"None","C",2,239,0.9247,252.4086471,0,253,253,250,,
1,62,"None","C",3,197,0.9188,252.1489002,-0.2,252,253,250,,
1,62,"None","C",4,197,0.934,252.0507614,-0.1,252,253,250,,
1,62,"None","C",5,201,0.9254,251.9850746,-0.1,252,253,249,,
1,62,"None","C",6,199,0.9347,252.2830821,0.5,253,253,250,,
1,62,"None","C",7,130,0.9615,251.9,0,252,253,250,,
1,62,"None","C",8,130,0.9,251.8153846,0.3,252,253,249,,
1,62,"None","C",9,190,0.9421,252.2894737,0.2,253,253,250,,
1,62,"None","C",10,167,0.9281,252.3413174,0.2,253,253,250,,
1,62,"None","C",11,133,0.9624,252.0501253,0.1,252,253,249,,
1,62,"None","C",12,127,0.9449,251.5800525,-0.5,251,253,249,,
1,62,"None","C",13,213,0.9202,252.1048513,0.1,252,253,250,,
1,62,"None","C",14,201,0.8905,252.5422886,0.3,253,253,250,,
1,62,"None","C",15,180,0.8833,252.3722222,0.5,253,253,250,,
1,62,"None","C",16,180,0.9833,252.1722222,0.2,253,253,250,,
1,62,"None","C",17,175,0.9314,252.0019048,0.6,253,253,249,,
1,62,"None","C",18,174,0.9425,251.8314176,0.5,253,253,249,,
1,62,"None","C",19,222,0.9324,251.8393393,0.2,252,253,249,,
1,62,"None","C",20,200,0.88,252.0783333,0.4,253,253,249,,
1,62,"None","C",21,145,0.8828,251.3931034,0.4,252,253,247,,
1,62,"None","C",22,158,0.9367,251.0274262,0.5,252,253,247,,
1,62,"None","C",23,177,0.9718,251.3596987,0.7,253,253,247,,
1,62,"None","C",24,229,0.8996,251.2081514,0.3,252,253,247,,
1,62,"None","D",1,339,0.9499,252.4936087,0.4,253,253,250,,
1,62,"None","D",2,245,0.9429,252.5564626,-0.1,253,253,250,,
1,62,"None","D",3,188,0.8883,251.9503546,0,252,253,249,,
1,62,"None","D",4,189,0.963,251.9647266,0.2,252,253,250,,
