"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,68,"None","A",1,340,0.9676,252.1823529,0.5,253,253,249,,
1,68,"None","A",2,270,0.9741,251.0395062,0.7,252,252,247,,
1,68,"None","A",3,378,0.9339,252.4003527,0.6,253,253,249,,
1,68,"None","A",4,351,0.9459,252.5394112,0.2,253,253,250,,
1,68,"None","A",5,318,0.9591,252.6142558,0.2,253,253,250,,
1,68,"None","A",6,321,0.9377,252.4766355,0.2,253,253,250,,
1,68,"None","A",7,284,0.9542,252.6643192,0.2,253,253,250,,
1,68,"None","A",8,293,0.9215,252.6405006,0.2,253,253,250,,
1,68,"None","A",9,264,0.9167,252.415404,0.3,253,253,250,,
1,68,"None","A",10,266,0.9586,252.5576441,0.2,253,253,250,,
1,68,"None","A",11,236,0.9788,252.4858757,0.2,253,253,250,,
1,68,"None","A",12,227,0.9427,252.5256975,0.4,253,253,250,,
1,68,"None","A",13,255,0.9647,252.3254902,0.2,253,253,250,,
1,68,"None","A",14,243,0.9671,252.2455418,0.3,253,253,249,,
1,68,"None","A",15,232,0.9181,252.2471264,0.2,253,253,249,,
1,68,"None","A",16,223,0.9821,252.1943199,0.3,253,253,249,,
1,68,"None","A",17,321,0.9533,252.5129803,0.5,253,253,249,,
1,68,"None","A",18,316,0.9272,251.5316456,0.7,252,252,248,,
1,68,"None","A",19,276,0.9529,251.173913,1.1,252,252,247,,
1,68,"None","A",20,291,0.9656,251.8934708,1.1,253,253,248,,
1,68,"None","A",21,340,0.9618,251.8598039,1,253,253,247,,
1,68,"None","A",22,389,0.9692,251.0274207,1.1,253,253,246,,
1,68,"None","A",23,264,0.947,250.1856061,1.8,252,252,245,,
1,68,"None","A",24,329,0.9848,249.6251266,1.4,252,252,244,,
1,68,"None","B",1,280,0.9321,251.8690476,0.6,253,253,248,,
1,68,"None","B",2,201,0.9303,250.4792703,0.3,251,252,247,,
1,68,"None","B",3,294,0.9354,252.0589569,0.7,253,253,248,,
1,68,"None","B",4,277,0.917,252.0962696,0.4,253,253,249,,
1,68,"None","B",5,252,0.9246,252.3915344,0.2,253,253,249,,
1,68,"None","B",6,253,0.9051,252.4189723,0.2,253,253,250,,
1,68,"None","B",7,222,0.964,252.5840841,0.2,253,253,250,,
1,68,"None","B",8,229,0.9301,252.356623,0.2,253,253,250,,
1,68,"None","B",9,206,0.9417,252.0614887,0.2,253,253,249,,
1,68,"None","B",10,205,0.9415,252.5203252,0.3,253,253,250,,
1,68,"None","B",11,175,0.8971,252.4114286,0.1,253,253,249,,
1,68,"None","B",12,179,0.9106,252.1713222,0.2,253,253,249,,
1,68,"None","B",13,178,0.9213,252.1329588,0.3,253,253,249,,
1,68,"None","B",14,178,0.9101,250.8726592,0.1,251,252,248,,
1,68,"None","B",15,180,0.9111,252.012963,0.6,253,253,249,,
1,68,"None","B",16,168,0.9286,252.1964286,0.3,253,253,249,,
1,68,"None","B",17,257,0.9183,251.0479896,0.4,252,252,248,,
1,68,"None","B",18,253,0.9249,251.0237154,0.5,252,252,248,,
