"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,62,"None","A",1,489,0.9325,250.6707566,0,251,251,249,,
1,62,"None","A",2,407,0.941,251.9156429,-0.1,252,252,250,,
1,62,"None","A",3,313,0.9425,252.4589989,0.1,252,253,251,,
1,62,"None","A",4,367,0.9755,251.9473206,0,252,252,251,,
1,62,"None","A",5,314,0.9331,252.5700637,0,252,253,251,,
1,62,"None","A",6,316,0.9557,253.2837553,0.1,253,253,252,,
1,62,"None","A",7,281,0.9217,251.5005931,0.1,251,252,250,,
1,62,"None","A",8,282,0.9504,253.0378251,0.1,253,253,251,,
1,62,"None","A",9,353,0.9547,251.7091596,0.1,252,252,250,,
1,62,"None","A",10,288,0.9236,252.3217593,-0.2,252,253,251,,
1,62,"None","A",11,332,0.9729,253.3614458,0.1,253,253,252,,
1,62,"None","A",12,312,0.9327,253.3814103,-0.1,253,253,252,,
1,62,"None","A",13,339,0.9764,252.6204523,0.2,253,253,251,,
1,62,"None","A",14,282,0.9362,251.3699764,0.1,251,252,250,,
1,62,"None","A",15,340,0.9265,253.3107843,0.2,253,253,252,,
1,62,"None","A",16,350,0.9429,251.8828571,0,252,252,251,,
1,62,"None","A",17,294,0.9218,252.3412698,0.1,252,253,251,,
1,62,"None","A",18,291,0.9759,251.2290951,0.2,251,252,249,,
1,62,"None","A",19,320,0.9656,251.5604167,0.3,252,252,250,,
1,62,"None","A",20,337,0.9822,252.9732938,0.2,253,253,251,,
1,62,"None","A",21,282,0.9752,250.9468085,0.3,251,252,248,,
1,62,"None","A",22,307,0.9055,250.9587405,0.5,252,252,248,,
1,62,"None","A",23,349,0.9484,249.2091691,0.5,250,250,246,,
1,62,"None","A",24,405,0.9383,250.1934156,0.5,251,251,247,,
1,62,"None","B",1,418,0.9785,251.2535885,0.3,251,251,249,,
1,62,"None","B",2,329,0.9574,253.0466059,0.1,253,253,251,,
1,62,"None","B",3,237,0.9451,249.6722925,-0.4,249,250,248,,
1,62,"None","B",4,233,0.9356,253.0801144,0.1,253,253,251,,
1,62,"None","B",5,255,0.9686,253.0183007,0.3,253,253,251,,
1,62,"None","B",6,255,0.9412,249.9973856,0.1,250,250,248,,
1,62,"None","B",7,223,0.9776,250.8490284,-0.1,251,251,249,,
1,62,"None","B",8,219,0.9589,253.0091324,0.1,253,253,251,,
1,62,"None","B",9,235,0.9149,252.0595745,0,252,252,250,,
1,62,"None","B",10,220,0.9318,250.669697,-0.2,251,251,249,,
1,62,"None","B",11,266,0.9549,252.1403509,0.2,252,252,250,,
1,62,"None","B",12,267,0.9139,249.2846442,0.2,249,249,248,,
1,62,"None","B",13,239,0.9372,249.6401674,0.3,250,250,248,,
1,62,"None","B",14,229,0.9039,247.3377001,0,247,248,245,,
1,62,"None","B",15,268,0.9291,250.3594527,0.1,250,251,249,,
1,62,"None","B",16,268,0.9366,248.2935323,0.1,248,249,246,,
1,62,"None","B",17,231,0.961,248.6118326,0.1,249,249,247,,
1,62,"None","B",18,238,0.979,246.5798319,0.2,247,247,244,,
1,62,"None","B",19,212,0.9292,250.3883648,0.4,251,251,248,,
1,62,"None","B",20,259,0.9266,250.8571429,0.3,251,252,248,,
1,62,"None","B",21,219,0.9635,247.9893455,0,248,249,245,,
1,62,"None","B",22,237,0.9156,247.1026723,0.2,248,248,244,,
1,62,"None","B",23,247,0.9393,250.437247,0.6,251,251,247,,
1,62,"None","B",24,336,0.9524,246.3482143,0.4,247,248,243,,
1,62,"None","C",1,321,0.9875,252.1266874,-0.1,252,253,250,,
1,62,"None","C",2,243,0.9671,248.5308642,-0.1,249,249,246,,
1,62,"None","C",3,265,0.9321,252.0352201,0,252,252,250,,
1,62,"None","C",4,209,0.9282,251.6251994,0.1,252,252,249,,
1,62,"None","C",5,196,0.949,252.9268707,0.1,253,253,251,,
1,62,"None","C",6,196,0.9133,252.9132653,0,253,253,251,,
1,62,"None","C",7,153,0.9085,251.2723312,0.1,251,252,250,,
1,62,"None","C",8,252,0.9087,250.9444444,0.2,251,251,249,,
1,62,"None","C",9,189,0.9524,250.3932981,-0.2,250,251,249,,
1,62,"None","C",10,211,0.981,250.6176935,0,251,251,249,,
1,62,"None","C",11,147,0.898,251.2086168,-0.3,251,252,249,,
1,62,"None","C",12,153,0.902,246.0566449,-0.2,246,247,244,,
1,62,"None","C",13,234,0.9615,247.460114,-0.4,247,248,246,,
1,62,"None","C",14,229,0.8908,250.6302766,-0.5,250,251,249,,
1,62,"None","C",15,199,0.9146,252.8860972,0,253,253,251,,
1,62,"None","C",16,203,0.9163,252.9507389,0.4,253,253,251,,
1,62,"None","C",17,192,0.974,246.1024306,0.3,247,247,243,,
1,62,"None","C",18,215,0.9302,248.0806202,0.3,248,249,246,,
1,62,"None","C",19,209,0.9234,248.1754386,0.3,248,249,246,,
1,62,"None","C",20,224,0.9286,250.5327381,0.3,251,251,248,,
1,62,"None","C",21,139,0.8777,248.7673861,0.3,249,250,246,,
1,62,"None","C",22,147,0.9116,251.9024943,0.2,253,254,248,,
1,62,"None","C",23,285,0.9789,245.5064327,0.5,246,246,243,,
1,62,"None","C",24,346,0.9682,244.482659,0.3,245,246,241,,
1,62,"None","D",1,317,0.9558,251.3228181,-0.3,251,252,250,,
