"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,86,"None","A",1,462,0.987,250.7200577,0.5,252,252,247,,
1,86,"None","A",2,387,0.9432,252.4358312,0.7,253,254,249,,
1,86,"None","A",3,299,0.9398,252.5574136,0.3,253,253,250,,
1,86,"None","A",4,347,0.9395,252.6061479,0.2,253,253,250,,
1,86,"None","A",5,309,0.9741,251.7152104,0.3,252,253,249,,
1,86,"None","A",6,300,0.9433,252.4911111,0.3,253,253,250,,
1,86,"None","A",7,285,0.9965,252.7777778,0.2,253,253,250,,
1,86,"None","A",8,289,0.9723,252.9134948,0.3,253,253,251,,
1,86,"None","A",9,318,0.9528,252.9381551,0.3,253,253,251,,
1,86,"None","A",10,301,0.9169,252.8959025,0.3,253,253,251,,
1,86,"None","A",11,315,0.9683,253.0222222,0.2,253,253,251,,
1,86,"None","A",12,318,0.9686,253.1205451,0.4,253,253,251,,
1,86,"None","A",13,280,0.9536,252.7285714,0.5,253,253,250,,
1,86,"None","A",14,289,0.9689,252.6828143,0.4,253,253,250,,
1,86,"None","A",15,341,0.9531,252.9325513,0.4,253,253,251,,
1,86,"None","A",16,338,0.9615,252.9723866,0.4,253,254,251,,
1,86,"None","A",17,285,0.9614,251.5461988,0.4,252,252,249,,
1,86,"None","A",18,289,0.9446,251.8119954,0.5,253,253,249,,
1,86,"None","A",19,296,0.9257,250.5349099,1.2,252,251,247,,
1,86,"None","A",20,298,0.9295,252.2170022,1,253,253,249,,
1,86,"None","A",21,314,0.9395,251.1730361,1.1,253,253,247,,
1,86,"None","A",22,325,0.9385,250.1589744,1.4,252,252,245,,
1,86,"None","A",23,379,0.942,247.060686,1.3,249,249,242,,
1,86,"None","A",24,453,0.9536,245.6850625,1.3,248,247,241,,
1,86,"None","B",1,388,0.9459,248.2414089,0.6,249,250,244,,
1,86,"None","B",2,303,0.9208,250.5654565,0.5,251,252,247,,
1,86,"None","B",3,226,0.9425,252.3820059,0.4,253,253,249,,
1,86,"None","B",4,221,0.914,252.4434389,0.3,253,254,249,,
1,86,"None","B",5,230,0.9609,252.4101449,0.3,253,253,249,,
1,86,"None","B",6,233,0.9356,252.6280401,0.3,253,254,250,,
1,86,"None","B",7,218,0.9495,252.6819572,0.2,253,253,250,,
1,86,"None","B",8,212,0.9292,251.2704403,0.3,252,252,248,,
1,86,"None","B",9,224,0.9018,250.6026786,0.2,251,251,248,,
1,86,"None","B",10,228,0.9386,252.5921053,0.3,253,253,250,,
1,86,"None","B",11,248,0.9274,251.6209677,0.3,252,252,249,,
1,86,"None","B",12,251,0.9243,250.7290837,0.3,251,251,248,,
1,86,"None","B",13,219,0.9269,252.7062405,0.2,253,253,251,,
