"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,28,"None","A",1,224,0.9598,251.2455357,0.9,253,253,246,,
1,28,"None","A",2,283,1,249.7326266,0.8,251,252,245,,
1,28,"None","A",3,277,0.935,251.9061372,0.6,253,253,248,,
1,28,"None","A",4,266,0.9474,251.735589,0.7,253,253,247,,
1,28,"None","A",5,233,0.9828,251.9270386,0.7,253,253,248,,
1,28,"None","A",6,236,0.9619,251.8389831,0.4,253,253,248,,
1,28,"None","A",7,201,0.9005,251.8291874,0.4,253,253,248,,
1,28,"None","A",8,207,0.9565,251.7552335,0.4,253,253,248,,
1,28,"None","A",9,204,0.9167,250.5833333,0.8,252,252,247,,
1,28,"None","A",10,212,0.9528,251.9496855,0.6,253,253,248,,
1,28,"None","A",11,202,0.9356,251.7475248,0.8,253,253,248,,
1,28,"None","A",12,196,0.8929,251.5595238,0.6,253,253,247,,
1,28,"None","A",13,213,0.9437,252.2801252,0.5,253,253,249,,
1,28,"None","A",14,170,0.9471,251.6705882,0.8,253,253,247,,
1,28,"None","A",15,263,0.9278,252.1673004,0.8,253,253,249,,
1,28,"None","A",16,256,0.957,252.0390625,0.5,253,253,248,,
1,28,"None","A",17,225,0.9556,251.5985185,1,253,253,247,,
1,28,"None","A",18,229,0.9389,251.4061135,1.4,253,253,246,,
1,28,"None","A",19,202,0.9257,251.2970297,1.4,253,253,246,,
1,28,"None","A",20,202,0.8911,249.8184818,1.4,252,252,244,,
1,28,"None","A",21,231,0.9481,250.8513709,1.2,253,253,245,,
1,28,"None","A",22,209,0.9617,250.6858054,1.6,253,253,244,,
1,28,"None","A",23,216,0.9213,249.3765432,1.5,252,252,242,,
1,28,"None","A",24,252,0.9603,248.3293651,2,252,251,240,,
1,28,"None","B",1,289,0.9516,250.3229527,0.8,252,253,245,,
1,28,"None","B",2,144,0.8819,249.2847222,0.8,251,251,244,,
1,28,"None","B",3,231,0.9437,251.4862915,0.7,253,253,247,,
1,28,"None","B",4,209,0.9569,251.7416268,0.8,253,253,247,,
1,28,"None","B",5,188,0.9149,251.7092199,0.3,253,253,248,,
1,28,"None","B",6,191,0.911,251.7452007,0.3,253,253,248,,
1,28,"None","B",7,167,0.9281,251.8542914,0.4,253,253,248,,
1,28,"None","B",8,170,0.9294,249.9529412,0.5,251,251,246,,
1,28,"None","B",9,165,0.9636,251.9212121,0.4,253,253,248,,
1,28,"None","B",10,174,0.9483,252.0076628,0.4,253,253,248,,
1,28,"None","B",11,152,0.875,252.0986842,0.8,253,253,248,,
1,28,"None","B",12,154,0.9416,251.8073593,0.8,253,253,248,,
1,28,"None","B",13,137,0.9489,249.973236,0.5,251,252,246,,
1,28,"None","B",14,137,0.927,251.7639903,0.7,253,253,248,,
1,28,"None","B",15,221,0.9231,251.8597285,0.5,253,253,248,,
1,28,"None","B",16,214,0.9206,250.8130841,0.4,252,252,247,,
1,28,"None","B",17,192,0.8802,250.1302083,0.8,252,252,246,,
1,28,"None","B",18,190,0.9,251.5140351,1.4,253,253,247,,
1,28,"None","B",19,164,0.9634,251.3130081,1.7,254,253,246,,
