"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,65,"None","A",1,0,0,0,0,0,0,0,,
1,65,"None","A",2,0,0,0,0,0,0,0,,
1,65,"None","A",3,0,0,0,0,0,0,0,,
1,65,"None","A",4,0,0,0,0,0,0,0,,
1,65,"None","A",5,0,0,0,0,0,0,0,,
1,65,"None","A",6,0,0,0,0,0,0,0,,
1,65,"None","A",7,0,0,0,0,0,0,0,,
1,65,"None","A",8,0,0,0,0,0,0,0,,
1,65,"None","A",9,0,0,0,0,0,0,0,,
1,65,"None","A",10,3,0.3333,224.6666667,1.9,227,226,221,,
1,65,"None","A",11,6,0.5,226,3.9,229,226,221,7,
1,65,"None","A",12,4,0.75,227.6666667,0.2,228,228,227,2,
1,65,"None","A",13,0,0,0,0,0,0,0,,
1,65,"None","A",14,0,0,0,0,0,0,0,,
1,65,"None","A",15,0,0,0,0,0,0,0,,
1,65,"None","A",16,0,0,0,0,0,0,0,,
1,65,"None","A",17,0,0,0,0,0,0,0,,
1,65,"None","A",18,0,0,0,0,0,0,0,,
1,65,"None","A",19,0,0,0,0,0,0,0,,
1,65,"None","A",20,37,0.8378,248.3423423,0.5,250,250,243,,
1,65,"None","A",21,218,0.9633,250.5061162,0.7,251,251,248,,
1,65,"None","A",22,0,0,0,0,0,0,0,,
1,65,"None","A",23,0,0,0,0,0,0,0,,
1,65,"None","A",24,0,0,0,0,0,0,0,,
1,65,"None","B",1,0,0,0,0,0,0,0,,
1,65,"None","B",2,0,0,0,0,0,0,0,,
1,65,"None","B",3,0,0,0,0,0,0,0,,
1,65,"None","B",4,0,0,0,0,0,0,0,,
1,65,"None","B",5,0,0,0,0,0,0,0,,
1,65,"None","B",6,0,0,0,0,0,0,0,,
1,65,"None","B",7,0,0,0,0,0,0,0,,
1,65,"None","B",8,0,0,0,0,0,0,0,,
1,65,"None","B",9,0,0,0,0,0,0,0,,
1,65,"None","B",10,0,0,0,0,0,0,0,,
1,65,"None","B",11,0,0,0,0,0,0,0,,
1,65,"None","B",12,0,0,0,0,0,0,0,,
1,65,"None","B",13,0,0,0,0,0,0,0,,
1,65,"None","B",14,0,0,0,0,0,0,0,,
1,65,"None","B",15,0,0,0,0,0,0,0,,
1,65,"None","B",16,0,0,0,0,0,0,0,,
1,65,"None","B",17,0,0,0,0,0,0,0,,
1,65,"None","B",18,0,0,0,0,0,0,0,,
1,65,"None","B",19,0,0,0,0,0,0,0,,
1,65,"None","B",20,0,0,0,0,0,0,0,,
