"Run","Plate","Type","Row","Col","Size","Circularity","Brightness","Redness","Avg..Red","Avg..Blue","Avg..Green","Multi","Gene"
1,9,"None","A",1,0,0,0,0,0,0,0,,
1,9,"None","A",2,0,0,0,0,0,0,0,,
1,9,"None","A",3,255,0.9216,250.5934641,0.7,252,252,247,,
1,9,"None","A",4,302,0.9238,250.9591611,0.7,252,252,248,,
1,9,"None","A",5,0,0,0,0,0,0,0,,
1,9,"None","A",6,0,0,0,0,0,0,0,,
1,9,"None","A",7,0,0,0,0,0,0,0,,
1,9,"None","A",8,0,0,0,0,0,0,0,,
1,9,"None","A",9,67,0.8507,249.1243781,0.4,250,250,246,,
1,9,"None","A",10,73,0.8356,249.6164384,0.2,250,250,247,,
1,9,"None","A",11,0,0,0,0,0,0,0,,
1,9,"None","A",12,0,0,0,0,0,0,0,,
1,9,"None","A",13,0,0,0,0,0,0,0,,
1,9,"None","A",14,3,0.3333,225,4.2,229,226,219,,
1,9,"None","A",15,614,0.9609,251.8436482,0.7,253,253,249,2,
1,9,"None","A",16,282,0.9504,250.8156028,0.8,252,252,247,,
1,9,"None","A",17,4,0.75,233.4166667,0.1,234,234,232,,
1,9,"None","A",18,3,0.3333,228.6666667,0,228,228,228,,
1,9,"None","A",19,0,0,0,0,0,0,0,,
1,9,"None","A",20,0,0,0,0,0,0,0,,
1,9,"None","A",21,120,0.95,249.7,1.6,252,251,245,,
1,9,"None","A",22,114,0.9123,249.8245614,1.1,252,252,245,,
1,9,"None","A",23,0,0,0,0,0,0,0,,
1,9,"None","A",24,0,0,0,0,0,0,0,,
1,9,"None","B",1,0,0,0,0,0,0,0,,
1,9,"None","B",2,0,0,0,0,0,0,0,,
1,9,"None","B",3,276,0.9384,250.2620773,0.7,252,252,246,,
1,9,"None","B",4,258,0.938,250.4599483,0.7,251,251,247,,
1,9,"None","B",5,0,0,0,0,0,0,0,,
1,9,"None","B",6,0,0,0,0,0,0,0,,
1,9,"None","B",7,0,0,0,0,0,0,0,,
1,9,"None","B",8,0,0,0,0,0,0,0,,
1,9,"None","B",9,44,0.7955,247.2727273,0.3,248,248,244,,
1,9,"None","B",10,39,0.8974,246.6410256,0.3,247,247,244,,
1,9,"None","B",11,0,0,0,0,0,0,0,,
1,9,"None","B",12,0,0,0,0,0,0,0,,
1,9,"None","B",13,0,0,0,0,0,0,0,,
1,9,"None","B",14,0,0,0,0,0,0,0,,
1,9,"None","B",15,243,0.9712,251.0809328,0.3,252,252,248,,
1,9,"None","B",16,271,0.9889,250.8696187,0.8,252,252,248,,
1,9,"None","B",17,0,0,0,0,0,0,0,,
1,9,"None","B",18,0,0,0,0,0,0,0,,
1,9,"None","B",19,0,0,0,0,0,0,0,,
1,9,"None","B",20,0,0,0,0,0,0,0,,
1,9,"None","B",21,92,0.9565,249.0326087,1.5,251,251,244,,
1,9,"None","B",22,78,0.8205,249.0128205,1.4,251,250,245,,
